timestamp,linkrate_kbps
2347,1388.34
2348,1923.51
2349,2277.74
2350,2000.19
2351,1864.55
2352,455.10
2353,634.12
2354,1224.50
2355,1131.90
2356,1336.43
2357,39.69
2358,1767.13
2359,1886.06
2360,1955.13
2361,2134.69
2362,2238.79
2363,1792.76
2364,1854.51
2365,1823.71
2366,1868.52
2367,1666.53
2368,2081.56
2369,2458.29
2370,2186.61
2371,1589.48
2372,1356.17
2373,1365.29
2375,1312.19
2376,1208.74
2377,1591.46
2378,2133.46
2379,2478.72
2380,1908.22
2381,1936.82
2382,2249.51
2383,1858.23
2384,2667.67
2385,2129.41
2386,1503.96
2387,1770.35
2388,1773.55
2389,1780.89
2390,1690.02
2391,2317.81
2392,1766.81
2393,1454.86
2394,623.18
2395,981.29
2396,2029.24
2397,2933.80
2398,2339.68
2399,2581.14
2400,3140.76
2401,4052.53
2402,3349.76
2403,3878.01
2404,3819.86
2405,3221.38
2406,2722.71
2407,2846.50
2408,3993.47
2409,2223.99
2410,3311.38
2411,2842.19
2412,3187.54
2413,2510.91
2414,4110.25
2415,4506.38
2416,4762.06
2417,924.38
2418,5943.81
2419,2263.14
2420,2201.69
2421,2325.02
2422,2632.12
2423,2964.21
2424,3570.36
2425,2890.64
2426,4058.46
2427,4571.05
2428,3910.39
2429,3626.52
2430,3270.27
2431,3411.87
2432,3541.52
2433,2926.78
2434,3045.38
2435,3337.86
2436,3811.24
2437,3993.52
2438,3301.28
2439,3272.99
2440,4225.49
2441,3455.04
2442,3916.69
2443,4679.35
2447,362.79
2448,6159.83
2449,3199.68
2450,2460.76
2451,2689.53
2452,2487.67
2453,1903.91
2454,2219.41
2455,2144.52
2456,2041.14
2457,1074.09
2458,1224.43
2459,835.27
2460,439.81
2461,329.38
2463,102.02
2464,2586.76
2465,1883.55
2466,2195.35
2467,1965.90
2468,2102.11
2469,1724.16
2470,1967.95
2471,1718.49
2472,1835.91
2473,1921.32
2474,1911.35
2475,2033.55
2476,2093.35
2477,1697.59
2478,1963.20
2479,1329.26
2480,1410.30
2481,1733.70
2482,1614.02
2483,1691.59
2484,1804.46
2485,1675.94
2486,1979.60
2487,1984.55
2488,2007.36
2489,2058.77
2490,1615.22
2491,1379.70
2492,2241.28
2493,1314.96
2494,1235.10
2495,1541.56
2496,1296.84
2497,1018.55
2498,896.02
2499,1136.62
2500,748.40
2501,1064.00
2502,767.04
2503,1148.58
2504,549.70
2506,1373.41
2507,1078.49
2508,749.45
2509,709.14
2510,875.14
2511,1343.62
2512,1181.09
2513,857.44
2514,1063.25
2515,884.66
2516,1019.29
2517,876.89
2518,1170.25
2519,954.64
2520,817.31
2521,578.91
2522,912.00
2523,736.67
2524,1040.22
2525,785.97
2526,773.60
2527,926.36
2528,734.37
2529,954.48
2530,685.57
2531,942.70
2532,527.30
2533,661.86
2534,750.32
2535,846.02
2536,705.73
2537,629.71
2538,307.36
2541,145.52
2542,130.16
2543,86.11
2556,4.25
2557,623.18
2558,319.37
2559,999.49
2560,1033.04
2561,1053.49
2562,982.90
2563,1078.28
2564,1035.86
2565,1281.22
2566,908.24
2567,1205.39
2568,1368.00
3106,1892.64
3107,2664.44
3108,797.13
3109,1525.93
3110,1009.05
3112,1131.26
3113,1507.02
3114,1475.57
3115,1368.87
3116,1537.07
3117,1916.33
3118,2011.25
3119,1506.92
3120,1932.20
3121,2052.49
3122,1586.25
3123,2505.51
3124,1367.93
3125,2029.24
3126,1892.95
3127,1966.77
3128,1848.15
3129,1843.66
3130,1981.42
3131,1897.00
3132,2080.66
3133,2022.97
3134,1959.12
3135,2101.16
3136,1904.19
3137,2004.20
3138,2082.16
3139,2005.15
3140,2205.36
3141,2022.07
3142,2012.07
3143,1971.28
3144,2340.50
3145,1905.73
3146,1820.73
3147,1823.92
3148,2286.32
3149,1900.51
3150,1978.89
3154,254.93
3155,909.26
3156,2517.56
3157,2146.99
3158,3140.60
3159,2535.49
3160,2976.71
3161,2746.80
3162,3405.98
3163,2482.69
3164,2778.63
3165,2398.52
3166,2583.36
3168,2854.12
3169,3110.51
3170,3407.41
3171,3316.54
3172,3075.26
3173,3214.26
3174,2307.99
3175,2128.78
3176,2017.54
3177,1805.80
3178,2361.54
3179,1874.08
3180,2121.01
3181,1596.35
3182,1462.81
3183,1366.64
3184,1132.00
3185,1137.04
3186,1247.86
3187,1603.03
3188,2672.81
3189,2501.72
3190,2908.34
3191,3131.50
3192,2551.98
3193,1271.73
3194,2056.62
3195,2220.53
3196,2159.12
3198,2228.97
3199,2415.97
3200,2448.86
3201,2396.69
3202,2953.36
3203,2844.98
3204,2400.46
3205,3140.16
3206,2302.18
3207,2097.62
3208,2470.53
3209,1378.63
3210,2346.69
3211,1433.14
3212,721.92
3213,675.95
3214,1051.06
3215,1287.53
3216,913.00
3217,1007.71
3219,1227.71
3220,1214.88
3221,1419.47
3222,1132.15
3223,1225.51
3224,1491.39
3225,1232.02
3226,1568.06
3227,967.70
3228,962.11
3229,934.37
3230,543.99
3231,2263.08
3232,2525.90
3233,2294.96
3234,2256.24
3235,1725.18
3237,729.03
3238,1745.22
3239,941.42
3240,1062.95
3241,999.63
3242,1355.70
3243,1208.01
3244,1998.75
3245,1168.13
3246,701.27
3247,488.76
3248,1141.13
3249,1748.18
3250,2321.45
3251,1828.74
3252,1151.38
3253,1803.39
3254,1759.48
3255,1909.84
3256,1323.83
3257,1343.30
3258,1170.25
3259,1222.18
3260,1589.72
3261,1713.73
3262,1325.12
3263,1414.14
3264,1321.01
3265,1108.52
3266,921.03
3267,818.15
3268,1448.47
3269,1809.33
3270,2231.06
3271,1932.15
3272,1866.92
3273,1973.11
3274,2365.36
3275,2538.85
3276,3069.04
3277,2486.82
3278,1496.97
3279,1780.57
3280,1327.93
3281,2036.59
3282,1853.13
3283,2123.79
3284,1837.69
3285,2372.48
3286,2125.73
3287,2143.03
3288,2143.31
3289,2258.06
3290,2222.36
3291,1877.24
3292,2197.55
3293,1998.10
3294,2342.82
3295,2269.00
3296,2641.28
3297,2169.67
3298,2162.36
3299,3020.15
3301,830.56
3302,5762.49
3303,1967.95
3304,1837.91
3305,2197.55
3306,1613.41
3307,1758.86
3308,1687.05
3309,1923.03
3310,2275.49
3311,1105.88
3312,594.67
3313,162.37
3314,1651.16
3315,1498.29
3316,1940.91
3317,2193.23
3318,2405.27
3319,2070.42
3320,2015.68
3321,1856.98
3322,2257.71
3323,2032.94
3324,2198.62
3325,2256.06
3326,2703.78
3327,2493.27
3328,2433.82
3329,2671.28
3330,2037.10
3331,1842.06
3334,1056.25
3335,1410.37
3336,956.38
3337,1439.72
3338,2200.13
3339,2505.16
3340,2186.64
3341,1038.83
3342,815.44
3343,382.51
3344,1650.89
3345,2050.14
3346,2330.10
3347,2459.10
3348,2600.48
3349,1749.29
3350,1373.85
3351,2679.18
3352,3181.52
3353,1151.43
3354,1354.94
3355,1373.57
3356,468.23
3357,2760.98
3358,4167.77
3359,3344.06
3360,3212.43
3361,3361.06
3362,3422.02
3363,2774.02
3364,3171.95
3365,3211.24
3366,3922.32
3367,2753.92
3368,3005.50
3369,3334.17
3370,2165.96
3371,2457.49
3372,3420.29
3373,3121.71
3374,3363.04
3375,2124.05
3376,3388.23
3377,4247.34
3378,4121.46
3379,3534.34
3380,5695.68
3381,3903.98
3382,3484.64
3383,1064.03
3384,6169.15
3385,2541.34
3386,2947.30
3387,2667.11
3388,4165.50
3389,3089.18
3390,3634.08
3391,4250.31
3392,3965.85
3393,3082.48
3394,2856.13
3395,3629.78
3396,2682.43
3397,2683.65
3398,2879.93
3399,3618.85
3400,2861.63
3401,2743.18
3402,4253.02
3403,3521.30
3404,463.73
3407,6978.12
3408,2820.73
3409,4227.62
3410,3443.81
3411,2568.05
3412,2624.82
3413,2016.31
3414,2328.74
3415,2077.00
3416,1842.06
3417,917.78
3418,1092.22
3419,1171.80
3421,433.43
3422,579.27
3423,224.00
3424,826.16
3425,1760.22
3426,833.39
3427,2029.50
3428,1706.39
3429,1978.89
3430,1579.49
3431,2294.88
3432,1958.28
3433,2569.27
3434,2007.60
3435,2093.95
3436,2277.74
3437,1775.02
3438,2169.28
3439,1366.57
3440,1698.77
3441,1479.61
3442,1724.93
3443,1847.19
3444,2092.44
3445,2131.50
3446,2261.16
3447,2080.31
3448,1830.56
3449,2060.81
3450,1423.06
3452,1084.35
3453,1607.16
3454,1117.28
3455,985.07
3456,1042.29
3457,790.22
3458,754.25
3459,1453.42
3460,956.78
3461,1144.18
3462,840.39
3463,933.46
3464,265.63
3465,74.76
3466,248.31
3467,439.91
3468,433.00
3469,477.24
3470,399.72
3471,379.25
3472,433.43
3473,363.09
3474,520.11
3475,492.21
3476,787.18
3477,733.55
3478,898.50
3479,1101.31
3480,1062.00
3481,1241.21
3482,1158.38
3483,1052.81
3484,991.61
3485,954.81
3486,744.49
3487,757.56
3488,711.76
3489,696.73
3490,633.57
3491,594.73
3492,807.52
3493,676.84
3494,821.87
3495,550.52
3497,374.34
3498,407.72
3499,129.58
3500,19.54
3517,4.65
3518,477.05
3520,4.15
3521,185.25
3522,598.03
4012,2016.64
4013,2464.60
4014,813.95
4015,1349.03
4016,933.70
4017,1233.77
4018,1545.72
4019,1500.16
4021,1500.83
4022,1577.61
4023,1711.67
4024,2632.24
4025,1975.57
4026,1380.02
4027,1865.97
4028,1944.13
4029,1619.85
4030,2157.39
4031,2041.61
4032,1956.31
4033,2109.09
4034,1672.18
4035,1782.55
4036,2075.08
4037,2051.92
4039,2073.47
4040,2146.68
4041,1933.53
4042,1980.62
4043,1998.23
4044,1990.67
4045,2004.20
4046,2072.22
4047,2037.95
4048,2056.78
4049,1877.75
4050,2148.41
4051,2064.12
4052,2383.84
4053,2075.01
4054,1737.91
4055,1521.51
4056,875.79
4057,1869.55
4058,2737.57
4059,2963.77
4060,2677.16
4061,3824.29
4062,3586.96
4063,3437.28
4064,3096.68
4065,3717.69
4066,3122.71
4067,2576.66
4068,2938.87
4069,3587.39
4070,4421.36
4071,3358.99
4072,3818.09
4073,3476.32
4074,2146.64
4075,3480.54
4076,4430.96
4078,4000.50
4079,4185.77
4080,4293.75
4081,3017.07
4082,2091.76
4083,2503.67
4084,1552.71
4085,1446.30
4086,1978.89
4087,1475.61
4088,1742.81
4089,1404.61
4090,1647.02
4091,1597.72
4092,1105.24
4093,1599.06
4094,3027.59
4095,2931.52
4096,2942.20
4097,2769.37
4098,2802.67
4099,2722.09
4100,2270.37
4101,3006.59
4102,2572.44
4103,2099.40
4104,3031.70
4105,3205.75
4106,2816.03
4107,2671.81
4108,2924.42
4109,3003.59
4110,2199.92
4111,2536.47
4112,939.12
4113,1443.16
4114,1421.49
4115,1552.50
4117,1082.21
4118,812.67
4119,1311.11
4120,1033.11
4121,1289.44
4122,1434.93
4123,1248.26
4124,1596.23
4125,1547.96
4126,1063.26
4127,1342.29
4128,1355.80
4129,1267.42
4130,1716.49
4131,1393.14
4132,1473.65
4133,1418.07
4134,1206.80
4135,899.00
4136,1048.53
4137,1766.37
4138,2142.49
4139,2576.56
4140,2413.26
4141,2752.39
4142,2956.62
4143,2387.54
4144,1433.14
4145,804.55
4146,2141.73
4147,1753.65
4148,1527.83
4149,1049.97
4150,1043.24
4151,1602.09
4152,1005.66
4153,1168.78
4154,439.91
4156,360.01
4157,1626.96
4158,1782.67
4159,2316.35
4160,2477.06
4161,1670.53
4162,1562.53
4163,2106.12
4164,1749.56
4165,1198.63
4166,601.44
4167,1497.83
4168,1100.48
4169,1568.03
4170,1512.63
4171,1666.21
4172,1907.07
4173,1132.02
4174,1267.77
4175,830.23
4176,976.17
4177,647.23
4178,1104.24
4179,1612.13
4180,1295.89
4181,2525.54
4182,2720.18
4183,2657.57
4184,2276.42
4185,1995.63
4186,1361.30
4187,1498.85
4189,1207.08
4190,1794.77
4191,2104.31
4192,1835.89
4193,2828.84
4194,2431.78
4195,2602.07
4196,1884.88
4197,2512.10
4198,2251.66
4199,2025.81
4200,2602.07
4201,2170.50
4203,153.45
4204,5496.98
4205,2123.79
4206,1721.02
4207,2315.50
4208,2264.49
4209,1916.27
4210,2364.51
4211,2082.45
4212,1826.47
4213,2130.67
4214,1714.78
4215,1693.82
4216,2137.38
4217,2044.48
4218,1846.05
4219,1420.20
4220,37.43
4221,2019.43
4222,1561.79
4223,1678.95
4224,1956.88
4225,2109.53
4226,2158.31
4227,2667.67
4228,1916.56
4229,2034.09
4230,1873.81
4231,2118.66
4232,3072.19
4233,2353.73
4234,2536.47
4235,2524.70
4236,2112.66
4237,2254.48
4238,2064.91
4239,1342.32
4241,1365.29
4242,907.62
4243,1574.29
4244,1227.18
4245,2066.35
4246,1680.36
4247,1831.48
4248,1744.54
4249,1190.83
4250,524.79
4251,1191.70
4252,1963.53
4253,2459.94
4254,2138.86
4255,1882.43
4256,1773.74
4257,1782.09
4258,1187.62
4259,1699.17
4260,1447.84
4261,537.04
4262,1968.68
4263,3607.92
4264,3546.77
4265,3596.12
4266,2394.57
4267,2898.09
4268,3339.10
4269,3808.86
4270,2978.14
4271,4119.14
4272,3593.30
4273,1290.45
4274,2080.44
4275,2294.19
4276,2667.67
4277,2951.13
4278,3581.70
4279,3337.94
4280,3744.42
4281,4622.41
4282,4485.52
4283,4477.33
4284,4548.16
4285,3755.95
4286,4524.50
4287,3658.89
4288,3145.41
4289,181.60
4290,6956.69
4291,4099.90
4292,3371.68
4293,3369.22
4294,3341.53
4295,4360.87
4296,4701.33
4297,4411.82
4298,4277.47
4299,3255.22
4300,4110.83
4301,3419.72
4303,1430.95
4304,8951.52
4305,4154.57
4306,4643.89
4307,4437.65
4308,3827.46
4309,4220.16
4310,3437.39
4311,3796.85
4312,3990.57
4313,3689.86
4314,3876.00
4317,2241.84
4318,3527.86
4319,3496.00
4321,489.84
4322,6032.22
4323,1563.43
4324,1907.07
4325,1319.72
4326,1287.53
4328,794.32
4329,268.80
4330,1501.81
4331,1582.00
4332,1516.51
4333,1982.92
4334,1676.04
4335,2285.01
4336,1663.33
4337,1997.85
4338,2030.19
4339,1066.87
4340,1711.59
4341,2000.75
4342,1764.00
4343,1572.32
4344,1700.02
4345,1896.24
4346,1326.88
4347,1571.17
4348,1349.06
4349,1700.74
4350,1596.41
4351,1926.89
4352,2381.03
4353,1946.19
4354,1945.23
4355,2037.10
4356,1648.36
4357,2031.85
4358,2018.20
4359,2048.63
4360,1717.87
4362,1742.81
4363,972.93
4364,1050.02
4365,997.87
4366,1054.82
4367,1782.09
4368,1253.21
4369,1534.10
4370,1066.09
4371,836.89
4372,383.18
4373,273.84
4374,363.38
4375,456.91
4376,382.51
4377,323.02
4378,435.63
4379,472.09
4380,330.41
4381,553.17
4382,606.20
4383,516.30
4384,556.55
4385,846.02
4386,592.31
4387,751.80
4388,483.86
4389,582.38
4390,661.63
4391,540.80
4392,593.00
4393,616.28
4395,495.33
4396,437.68
4397,462.45
4398,650.78
4399,455.29
4400,585.12
4401,402.45
4402,564.01
4403,453.75
4404,379.20
4405,341.63
4406,300.13
4407,286.88
4408,20.91
4427,4.62
4429,8.52
4431,84.18
4432,251.01
4433,210.47
4434,238.80
4435,343.34
4436,235.48
